nt_date,nt_fund_code,nt_description,nt_currency,nt_gti_code,nt_exchange_name,nt_country_name,nt_bloomberg_code,nt_bloomberg_id,nt_quantity,nt_price
2/22/2024,NGT6144,MTR CORP,HKD,S01,,HONG KONG,,BBG000MKLJD1,316500,79.65
2/22/2024,NGT6144,JM SMUCKER CO/THE,USD,S53,,UNITED-STATES (U.S.A.),,BBG000BT1984,18285,378.24
2/22/2024,NGT6144,DARLING INGREDIENTS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BN91F8,15396,126.48
2/22/2024,NGT6144,STERIS PLC,USD,S01,,IRELAND,,BBG00MS1B700,97389,1.56
2/22/2024,NGT6144,KESKO OYJ-B SHS,EUR,S01,,FINLAND,,BBG000BNP2B2,32760,53.34
2/22/2024,NGT6144,BANQUE CANTONALE VAUDOIS-REG,CHF,S01,,SWITZERLAND,,BBG000BD7RK9,2562,323.1
2/22/2024,NGT6144,HANKYU HANSHIN HOLDINGS INC,JPY,S01,,JAPAN,,BBG000BH01Q8,48300,12888
2/22/2024,NGT6144,FACTSET RESEARCH SYSTEMS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BDJMS9,4371,1360.05
2/22/2024,NGT6144,ZURICH INSURANCE GROUP AG,CHF,S01,,SWITZERLAND,,BBG00HCYVMX5,2616,1341.3
2/22/2024,NGT6144,CUMMINS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BGPXY4,6360,5.04
2/22/2024,NGT6144,BEST BUY CO INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BCWFH3,9840,222.36
2/22/2024,NGT6144,STOCKLAND,AUD,S62,,AUSTRALIA,,BBG000BC2560,239511,13.83
2/22/2024,NGT6144,LEG IMMOBILIEN SE,EUR,S01,,GERMANY,,BBG003T0P9H6,7449,209.88
2/22/2024,NGT6144,ZIMMER BIOMET HOLDINGS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BKPMZ8,29928,385.05
2/22/2024,NGT6144,NEC CORP,JPY,S01,,JAPAN,,BBG000BGJN28,27300,29040
2/22/2024,NGT6144,AIA GROUP LTD,HKD,S01,,HONG KONG,,BBG0016XR1Q8,270600,195.6
2/22/2024,NGT6144,CUMMINS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BGPXY4,6360,5.04
2/22/2024,NGT6144,SWISS RE AG,CHF,S01,,SWITZERLAND,,BBG00HCYV7Y7,15486,305.7
2/22/2024,NGT6144,FORTIVE CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG00BLVZ282,381333,0.24
2/22/2024,NGT6144,JOHNSON CONTROLS INTERNATION,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BVWMZ6,17148,173.4
2/22/2024,NGT6144,ROBERT HALF INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BS5GM0,84486,1.59
2/22/2024,NGT6144,KELLANOVA,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BMKH35,51390,169.35
2/22/2024,NGT6144,ADVANTEST CORP,JPY,S01,,JAPAN,,BBG000BGN078,76500,19782
2/22/2024,NGT6144,VF CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BWCLX0,19854,47.91
2/22/2024,NGT6144,HIKMA PHARMACEUTICALS PLC,GBP,S01,,GREAT-BRITAIN,,BBG000FG1MF1,31872,59.925
2/22/2024,NGT6144,STMICROELECTRONICS NV,EUR,S01,,SWITZERLAND,,BBG000JWXD12,59496,122.985
2/22/2024,NGT6144,STMICROELECTRONICS NV,EUR,S01,,SWITZERLAND,,BBG000JWXD12,59496,122.985
2/22/2024,NGT6144,ADP,EUR,S01,,FRANCE,,BBG000H292Q4,4212,389.4
2/22/2024,NGT6144,ADVANTEST CORP,JPY,S01,,JAPAN,,BBG000BGN078,76500,19782
2/22/2024,NGT6144,LOREAL,EUR,S01,,FRANCE,,BBG000BC98G6,9453,1333.65
2/22/2024,NGT6144,UCB SA,EUR,S01,,BELGIUM,,BBG000BD8CR4,16452,282.6
2/22/2024,NGT6144,INGERSOLL-RAND INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG00GK8PMC5,57888,266.82
2/22/2024,NGT6144,LENNOX INTERNATIONAL INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BB5D35,3522,1346.04
2/22/2024,NGT6144,EBOS GROUP LTD,NZD,S01,,NEW-ZEALAND,,BBG000BQ6YD4,3159,109.2
2/22/2024,NGT6144,3I GROUP PLC,GBP,S01,,GREAT-BRITAIN,,BBG000BZZ876,46398,73.23
2/22/2024,NGT6144,MARSH & MCLENNAN COS,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BP4P74,27681,599.49
2/22/2024,NGT6144,CENCORA INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000MDCSN6,8112,700.41
2/22/2024,NGT6144,FORTIVE CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG00BLVZ282,381333,0.24
2/22/2024,NGT6144,DSV A/S,DKK,S01,,DENMARK,,BBG000BSNXK5,5685,3385.5
2/22/2024,NGT6144,CAPITALAND INTEGRATED COMMER,SGD,S62,,SINGAPORE,,BBG000HR2RM5,1172700,5.85
2/22/2024,NGT6144,KBC GROUP NV,EUR,S01,,BELGIUM,,BBG000BMVX65,14829,187.74
2/22/2024,NGT6144,CAN APARTMENT PROP REAL ESTA,CAD,S62,,CANADA,,BBG000BGHK26,16731,150.9
2/22/2024,NGT6144,TRANSURBAN GROUP,AUD,S01,,AUSTRALIA,,BBG000BW7HV7,267177,39.42
2/22/2024,NGT6144,HELLOFRESH SE,EUR,S01,,GERMANY,,BBG00B9SRSF7,17346,36.285
2/22/2024,NGT6144,PNC FINANCIAL SERVICES GROUP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BRD2F2,173937,4.65
2/22/2024,NGT6144,TRACTOR SUPPLY COMPANY,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BLY8F9,8685,706.14
2/22/2024,NGT6144,METRO INC/CN,CAD,S01,,CANADA,,BBG000BZNTN5,50670,213.66
2/22/2024,NGT6144,BRAMBLES LTD,AUD,S01,,AUSTRALIA,,BBG000Q8XHP2,66648,45.75
2/22/2024,NGT6144,FORTIVE CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG00BLVZ282,381333,0.24
2/22/2024,NGT6144,SECOM CO LTD,JPY,S01,,JAPAN,,BBG000BNHGG5,5100,32850
2/22/2024,NGT6144,EDP RENOVAVEIS SA,EUR,S01,,SPAIN,,BBG000PRGX02,57666,41.265
2/22/2024,NGT6144,MARSH & MCLENNAN COS,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BP4P74,27681,599.49
2/22/2024,NGT6144,GIVAUDAN-REG,CHF,S01,,SWITZERLAND,,BBG00HCYH960,561,11193
2/22/2024,NGT6144,HILTON WORLDWIDE HOLDINGS IN,USD,S01,,UNITED-STATES (U.S.A.),,BBG0058KMJP2,149142,0.45
2/22/2024,NGT6144,US BANCORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000FFFQT4,40569,122.46
2/22/2024,NGT6144,MARTIN MARIETTA MATERIALS,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BGYPN3,8076,1608.9
2/22/2024,NGT6144,SEGRO PLC,GBP,S62,,GREAT-BRITAIN,,BBG000BF1HY7,117012,26.04
2/22/2024,NGT6144,DAYFORCE INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG00KG0HRN4,17835,209.73
2/22/2024,NGT6144,MATSUKIYOCOCOKARA & CO,JPY,S01,,JAPAN,,BBG000TBPHJ8,53400,7924.5
2/22/2024,NGT6144,XYLEM INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG00256TDP9,19581,370.47
2/22/2024,NGT6144,ELISA OYJ,EUR,S01,,FINLAND,,BBG000F092P1,8007,127.95
2/22/2024,NGT6144,WALT DISNEY CO/THE,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BH4SB1,41343,323.01
2/22/2024,NGT6144,CRODA INTERNATIONAL PLC,GBP,S01,,GREAT-BRITAIN,,BBG000BDCLS8,12024,147.18
2/22/2024,NGT6144,DECKERS OUTDOOR CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BKY175,2901,2584.98
2/22/2024,NGT6144,QUEST DIAGNOSTICS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BN85Z8,8598,380.19
2/22/2024,NGT6144,CUMMINS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BGPXY4,6360,5.04
2/22/2024,NGT6144,TAKE-TWO INTERACTIVE SOFTWRE,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BS26J9,11403,453.33
2/22/2024,NGT6144,SUMITOMO MITSUI FINANCIAL GR,JPY,S01,,JAPAN,,BBG000PJ4F75,49200,24003
2/22/2024,NGT6144,CENCORA INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000MDCSN6,8112,700.41
2/22/2024,NGT6144,TRANE TECHNOLOGIES PLC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BM6966,11688,829.71
2/22/2024,NGT6144,KESKO OYJ-B SHS,EUR,S01,,FINLAND,,BBG000BNP2B2,32760,53.34
2/22/2024,NGT6144,DASSAULT SYSTEMES SE,EUR,S01,,FRANCE,,BBG000GVXC37,34413,128.235
2/22/2024,NGT6144,QUEST DIAGNOSTICS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BN85Z8,8598,380.19
2/22/2024,NGT6144,KERING,EUR,S01,,FRANCE,,BBG000BCB150,2139,1289.1
2/22/2024,NGT6144,IDEX CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000C1HPK7,16653,700.29
2/22/2024,NGT6144,CME GROUP INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BHMC53,13818,645
2/22/2024,NGT6144,LEG IMMOBILIEN SE,EUR,S01,,GERMANY,,BBG003T0P9H6,7449,209.88
2/22/2024,NGT6144,STERIS PLC,USD,S01,,IRELAND,,BBG00MS1B700,97389,1.56
2/22/2024,NGT6144,AMPLIFON SPA,EUR,S01,,ITALY,,BBG000FZG9K6,22191,94.38
2/22/2024,NGT6144,FIDELITY NATIONAL INFO SERV,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BK2H93,21615,190.35
2/22/2024,NGT6144,JAMES HARDIE INDUSTRIES-CDI,AUD,S39,,IRELAND,,BBG000D01958,18870,171.39
2/22/2024,NGT6144,ELIA GROUP SA/NV,EUR,S01,,BELGIUM,,BBG000KR9Z28,5994,309
2/22/2024,NGT6144,ROBERT HALF INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BS5GM0,73041,1.59
2/22/2024,NGT6144,DOVER CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BHB4Z0,25404,481.17
2/22/2024,NGT6144,IDEX CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000C1HPK7,16653,700.29
2/22/2024,NGT6144,GENMAB A/S,DKK,S01,,DENMARK,,BBG000BKPC99,1938,5976
2/22/2024,NGT6144,DARLING INGREDIENTS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BN91F8,15396,126.48
2/22/2024,NGT6144,MOODYS CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000F86JD3,67053,2.55
2/22/2024,NGT6144,NOMURA RESEARCH INSTITUTE LT,JPY,S01,,JAPAN,,BBG000KPFN13,59700,12213
2/22/2024,NGT6144,CAN APARTMENT PROP REAL ESTA,CAD,S62,,CANADA,,BBG000BGHK26,16731,150.9
2/22/2024,NGT6144,SEGRO PLC,GBP,S62,,GREAT-BRITAIN,,BBG000BF1HY7,117012,26.04
2/22/2024,NGT6144,QBE INSURANCE GROUP LTD,AUD,S01,,AUSTRALIA,,BBG000BB1VZ4,73614,50.43
2/22/2024,NGT6144,SCHNEIDER ELECTRIC SE,EUR,S01,,FRANCE,,BBG000BBWCH2,18162,607.5
2/22/2024,NGT6144,HANG SENG BANK LTD,HKD,S01,,HONG KONG,,BBG000BDWBR9,58800,267.9
2/22/2024,NGT6144,WELLTOWER INC,USD,S62,,UNITED-STATES (U.S.A.),,BBG000BKY3S8,251910,1.83
2/22/2024,NGT6144,CBRE GROUP INC - A,USD,S01,,UNITED-STATES (U.S.A.),,BBG000C043Q6,22368,271.38
2/22/2024,NGT6144,HOLOGIC INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000C3P591,34533,227.46
2/22/2024,NGT6144,BANK OF NEW YORK MELLON CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BD8QV8,63303,165.36
2/22/2024,NGT6144,JAMES HARDIE INDUSTRIES-CDI,AUD,S39,,IRELAND,,BBG000D01958,18870,171.39
2/22/2024,NGT6144,GENMAB A/S,DKK,S01,,DENMARK,,BBG000BKPC99,1938,5976
2/22/2024,NGT6144,WELLTOWER INC,USD,S62,,UNITED-STATES (U.S.A.),,BBG000BKY3S8,251910,1.83
2/22/2024,NGT6144,EBOS GROUP LTD,NZD,S01,,NEW-ZEALAND,,BBG000BQ6YD4,3159,109.2
2/22/2024,NGT6144,HCA HEALTHCARE INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000QW7X64,6627,934.86
2/22/2024,NGT6144,HILTON WORLDWIDE HOLDINGS IN,USD,S01,,UNITED-STATES (U.S.A.),,BBG0058KMJP2,21600,597.12
2/22/2024,NGT6144,AEON CO LTD,JPY,S01,,JAPAN,,BBG000BN0FT1,51600,10695
2/22/2024,NGT6144,KIKKOMAN CORP,JPY,S01,,JAPAN,,BBG000BJ8B93,14700,27729
2/22/2024,NGT6144,SWISS RE AG,CHF,S01,,SWITZERLAND,,BBG00HCYV7Y7,15486,305.7
2/22/2024,NGT6144,TRUIST FINANCIAL CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BYYNN9,53754,107.31
2/22/2024,NGT6144,VONOVIA SE,EUR,S01,,GERMANY,,BBG004C6MBZ7,35292,79.2
2/22/2024,NGT6144,INTACT FINANCIAL CORP,CAD,S01,,CANADA,,BBG000QDQ5G5,15312,678.69
2/22/2024,NGT6144,ORKLA ASA,NOK,S01,,NORWAY,,BBG000BDCCC5,61458,227.52
2/22/2024,NGT6144,STERIS PLC,USD,S01,,IRELAND,,BBG00MS1B700,97389,1.56
2/22/2024,NGT6144,CAPITALAND ASCENDAS REIT,SGD,S62,,SINGAPORE,,BBG000PFLWB2,822300,8.25
2/22/2024,NGT6144,IBIDEN CO LTD,JPY,S01,,JAPAN,,BBG000BG1XQ9,24600,22077
2/22/2024,NGT6144,HILTON WORLDWIDE HOLDINGS IN,USD,S01,,UNITED-STATES (U.S.A.),,BBG0058KMJP2,149142,0.45
2/22/2024,NGT6144,TOKIO MARINE HOLDINGS INC,JPY,S01,,JAPAN,,BBG000BBN7R2,50700,12963
2/22/2024,NGT6144,ABRDN PLC,GBP,S01,,GREAT-BRITAIN,,BBG000N2C023,78942,4.9095
2/22/2024,NGT6144,ZIMMER BIOMET HOLDINGS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BKPMZ8,29928,385.05
2/22/2024,NGT6144,FORTIVE CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG00BLVZ282,381333,0.24
2/22/2024,NGT6144,HOYA CORP,JPY,S01,,JAPAN,,BBG000BGSJK7,18300,55185
2/22/2024,NGT6144,SECOM CO LTD,JPY,S01,,JAPAN,,BBG000BNHGG5,5100,32850
2/22/2024,NGT6144,HERMES INTERNATIONAL,EUR,S01,,FRANCE,,BBG000BDYY97,1464,6685.5
2/22/2024,NGT6144,NORTHERN STAR RESOURCES LTD,AUD,S01,,AUSTRALIA,,BBG000C82PJ0,48645,39.51
2/22/2024,NGT6144,WORKDAY INC-CLASS A,USD,S01,,UNITED-STATES (U.S.A.),,BBG003BW0FC3,14919,896.88
2/22/2024,NGT6144,SUN LIFE FINANCIAL INC,CAD,S01,,CANADA,,BBG000LS69L5,15525,217.59
2/22/2024,NGT6144,DEMANT A/S,DKK,S01,,DENMARK,,BBG000J940M0,13884,1095
2/22/2024,NGT6144,SOFTBANK CORP,JPY,S01,,JAPAN,,BBG00MJLX9M4,135600,5919
2/22/2024,NGT6144,ACCIONA SA,EUR,S01,,SPAIN,,BBG000BMJFV0,2421,323.7
2/22/2024,NGT6144,US BANCORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000FFFQT4,40569,122.46
2/22/2024,NGT6144,AVANTOR INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG00N9SDKZ1,76761,73.23
2/22/2024,NGT6144,SYNCHRONY FINANCIAL,USD,S01,,UNITED-STATES (U.S.A.),,BBG00658F3W5,34041,118.98
2/22/2024,NGT6144,STATE STREET CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BKFCH1,23358,216.45
2/22/2024,NGT6144,INFORMA PLC,GBP,S01,,GREAT-BRITAIN,,BBG000BLHQP7,111528,24.576
2/22/2024,NGT6144,TELUS CORP,CAD,S01,,CANADA,,BBG000BZYZZ6,99621,72.6
2/22/2024,NGT6144,KONINKLIJKE AHOLD DELHAIZE N,EUR,S01,,NETHERLANDS,,BBG000BBBC58,44202,82.995
2/22/2024,NGT6144,MERCURY NZ LTD,NZD,S01,,NEW-ZEALAND,,BBG004J7PMT8,116094,20.67
2/22/2024,NGT6144,OWENS CORNING,USD,S01,,UNITED-STATES (U.S.A.),,BBG000M44Y70,8868,431.01
2/22/2024,NGT6144,STEEL DYNAMICS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000HH03N1,8490,366.15
2/22/2024,NGT6144,ZURICH INSURANCE GROUP AG,CHF,S01,,SWITZERLAND,,BBG00HCYVMX5,2616,1341.3
2/22/2024,NGT6144,LY CORP,JPY,S01,,JAPAN,,BBG000BV9F96,260100,1269.6
2/22/2024,NGT6144,ORIENTAL LAND CO LTD,JPY,S01,,JAPAN,,BBG000HPZ220,33300,16155
2/22/2024,NGT6144,ZALANDO SE,EUR,S01,,GERMANY,,BBG0072HKSY3,10143,58.5
2/22/2024,NGT6144,FOX CORP - CLASS B,USD,S01,,UNITED-STATES (U.S.A.),,BBG00JHNKKJ2,28806,82.38
2/22/2024,NGT6144,UNITED UTILITIES GROUP PLC,GBP,S01,,GREAT-BRITAIN,,BBG000BBFLV5,101151,31.56
